Month,Channel,First Source / Medium,First Campaign,Last Source / Medium,Last Campaign,# of visits,Full path (Source / Medium),Full path (Campaign),Conversions
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),21,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),22,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),Other Campaigns / Reseller Partners,Reseller Partners,9,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Other Campaigns / Reseller Partners,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Reseller Partners,1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),16,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactuallyh.staging.wpengine.com / referral > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactuallyh.staging.wpengine.com / referral > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),google / organic,google / organic,11,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > accounts.google.com / referral > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > accounts.google.com / referral > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic,1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),28,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > hs_email / email > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Paid User Newsletter_Work Better Wednesdays > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),42,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > hs_email / email > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > google / organic > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > hs_email / email > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Paid User Newsletter_Work Better Wednesdays > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > google / organic > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > Paid User Newsletter_Work Better Wednesdays > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),ERROR,ERROR,54,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > hs_email / email > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > google / organic > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > hs_email / email > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Paid User Newsletter_Work Better Wednesdays > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > google / organic > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > Paid User Newsletter_Work Better Wednesdays > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),ERROR,ERROR,55,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > hs_email / email > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > google / organic > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > hs_email / email > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Paid User Newsletter_Work Better Wednesdays > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > google / organic > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > Paid User Newsletter_Work Better Wednesdays > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),12,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > launchpad.remax.ca / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > launchpad.remax.ca / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,5,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,1
2015/08,Direct,(direct) / (none),(direct) / (none),ERROR,ERROR,117,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > login.mailchimp.com / referral > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > hs_automation / email > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > accounts.google.com / referral > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > login.mailchimp.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > twitter.com / social > twitter.com / social > google / organic > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > login.mailchimp.com / referral > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > Post-Trial Campaign > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > accounts.google.com / referral > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > login.mailchimp.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > buffer > buffer > google / organic > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,6,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral,1
2015/08,Direct,(direct) / (none),(direct) / (none),Contactually Blog / Trial CTA,Blog Slider CTAs,4,(direct) / (none) > (direct) / (none) > (direct) / (none) > Contactually Blog / Trial CTA,(direct) / (none) > (direct) / (none) > (direct) / (none) > Blog Slider CTAs,1
2015/08,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,19,(direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > api.twitter.com / referral > google / organic > (direct) / (none) > google / cpc > contactually.us10.list-manage.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > api.twitter.com / referral > google / organic > (direct) / (none) > Contactually Brand|Buying (Exact) > contactually.us10.list-manage.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),6,(direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),bookyourselfsolid.com / referral,bookyourselfsolid.com / referral,13,(direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > hs_email / email > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > bookyourselfsolid.com / referral,(direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > Paid User Newsletter_Work Better Wednesdays > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > bookyourselfsolid.com / referral,1
2015/08,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,8,(direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > accounts.google.com / referral > google / organic > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > accounts.google.com / referral > google / organic > accounts.google.com / referral,1
2015/08,Direct,(direct) / (none),(direct) / (none),google / organic,google / organic,3,(direct) / (none) > (direct) / (none) > google / organic,(direct) / (none) > (direct) / (none) > google / organic,1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),7,(direct) / (none) > (direct) / (none) > google / organic > Blog Post CTA / (not set) > (direct) / (none) > accounts.google.com / referral > (direct) / (none),(direct) / (none) > (direct) / (none) > google / organic > Relationship Metrics Cheat Sheet > (direct) / (none) > accounts.google.com / referral > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),google / organic,google / organic,5,(direct) / (none) > (direct) / (none) > google / organic > Blog / Blog CTA > google / organic,(direct) / (none) > (direct) / (none) > google / organic > Insights Feature Launch > google / organic,1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),4,(direct) / (none) > (direct) / (none) > google / organic > (direct) / (none),(direct) / (none) > (direct) / (none) > google / organic > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,6,(direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),6,(direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > google / organic > (direct) / (none),(direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > google / organic > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),hs_automation / email,MOFU_General Lead Nurturing Campaign,6,(direct) / (none) > (direct) / (none) > google / organic > hs_automation / email > hs_automation / email > hs_automation / email,(direct) / (none) > (direct) / (none) > google / organic > MOFU_General Lead Nurturing Campaign > MOFU_General Lead Nurturing Campaign > MOFU_General Lead Nurturing Campaign,1
2015/08,Direct,(direct) / (none),(direct) / (none),search.tb.ask.com / referral,search.tb.ask.com / referral,3,(direct) / (none) > (direct) / (none) > search.tb.ask.com / referral,(direct) / (none) > (direct) / (none) > search.tb.ask.com / referral,1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),6,(direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,13,(direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral > accounts.google.com / referral,1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),6,(direct) / (none) > (direct) / (none) > accounts.google.com / referral > Other Campaigns / Reseller Partners > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > accounts.google.com / referral > Reseller Partners > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,4,(direct) / (none) > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral,1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),4,(direct) / (none) > (direct) / (none) > firstteam.yapmo.com / referral > (direct) / (none),(direct) / (none) > (direct) / (none) > firstteam.yapmo.com / referral > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),21,(direct) / (none) > (direct) / (none) > roadmap.firstteam.com / referral > (direct) / (none) > firstteam.yapmo.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > roadmap.firstteam.com / referral > (direct) / (none) > firstteam.yapmo.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),contactually.us10.list-manage.com / referral,contactually.us10.list-manage.com / referral,3,(direct) / (none) > (direct) / (none) > contactually.us10.list-manage.com / referral,(direct) / (none) > (direct) / (none) > contactually.us10.list-manage.com / referral,1
2015/08,Direct,(direct) / (none),(direct) / (none),google / organic,google / organic,10,(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > (direct) / (none) > google / cpc > google / organic,(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > (direct) / (none) > Contactually Brand|URL (Exact) > google / organic,1
